74243993,dem
33537967,dem
158398519,dem
163956511,dem
150724371,dem
633006424,dem
35051185,dem
1277460384,dem
234002627,dem
2990240959,dem
43797909,dem
70667943,dem
18819010,dem
69066533,dem
1566408362,dem
263815367,dem
331152713,dem
70428574,dem
231108733,dem
22812754,dem
41533245,dem
1962652184,dem
937801969,dem
793208286,dem
109328493,dem
1260172386,dem
14354562,dem
2193480787,dem
2151870186,dem
269902133,dem
1058717720,dem
1037321378,dem
394210779,dem
159124223,dem
559920433,dem
784965392,dem
130901013,dem
20100423,dem
18909919,dem
14747825,dem
1464882348,dem
234141596,dem
281652273,dem
249348006,dem
305620929,dem
28083041,dem
386152144,dem
2461957423,dem
2348762786,dem
29450962,dem
21684013,dem
14377605,dem
80612021,dem
233368344,dem
56864092,dem
22816306,dem
30912937,dem
193904689,dem
381152398,dem
133832049,dem
17494010,dem
83901492,dem
245516606,dem
21821082,dem
555977812,dem
2543742324,dem
223166587,dem
58520492,dem
278005891,dem
466051683,dem
114964982,dem
2395340720,dem
1499576712,dem
15324851,dem
28582749,dem
31801993,dem
191988919,dem
2175417817,dem
2329167686,dem
140945764,dem
1061029050,dem
31611298,dem
600470774,dem
64248024,dem
106800333,dem
5868202,dem
789244177,dem
193732179,dem
214565388,dem
1074518754,dem
72198806,dem
104198706,dem
14540798,dem
70188601,dem
58928690,dem
2237991554,dem
2416257698,dem
21156659,dem
1613681130,dem
34884583,dem
292990703,dem
14738157,dem
801478506,dem
109071031,dem
1603787905,dem
1262814457,dem
153865861,dem
2185438051,dem
1488289063,dem
41362731,dem
142419647,dem
16789970,dem
1060984272,dem
356952738,dem
14125897,dem
1406514727,dem
1129029661,dem
2227351549,dem
36948268,dem
612117635,dem
516880804,dem
85396297,dem
466532637,dem
2286180721,dem
2361650234,dem
1068470480,dem
389840566,dem
385429543,dem
1676731146,dem
111379452,dem
253218181,dem
267854863,dem
34972633,dem
208692908,dem
2180884914,dem
705472141,dem
19891734,dem
1287334873,dem
540356182,dem
62244645,dem
605398038,dem
122174004,dem
28599820,dem
2161291260,dem
1099199839,dem
1154588840,dem
893496121,dem
323440720,dem
2176881492,dem
38254095,dem
1482234978,dem
463132556,dem
70144495,dem
510516465,dem
1950920226,dem
462143773,dem
813286,dem
58500736,dem
1908838939,dem
141223563,dem
785929627,dem
2291472870,dem
103922067,dem
384913290,dem
320810188,dem
26840840,dem
1574012240,dem
69427169,dem
60828944,dem
155585373,dem
785414496,dem
2353652576,dem
93761782,dem
53811439,dem
20747881,dem
70503846,dem
2383069118,dem
2413527589,dem
2316965270,dem
2160601645,dem
334202565,dem
26637348,dem
1378000346,dem
448510429,dem
37945830,dem
48086014,dem
455837192,dem
15572155,dem
171149542,dem
1325842705,dem
34165415,dem
628604017,dem
20002401,dem
60919240,dem
22650582,dem
245451804,dem
612838216,dem
29960786,dem
1297696207,dem
91125308,dem
479017220,dem
1140648348,dem
145292853,dem
1128781184,dem
19418459,dem
778798705,dem
108376246,dem
366078108,dem
137794015,dem
582070020,dem
30768622,dem
2282428692,dem
15442036,dem
232268199,dem
82649553,dem
2414827232,dem
1061385474,dem
2340975001,dem
233783568,dem
40277246,dem
2178300630,dem
109287731,dem
20545793,dem
