1019501809,no
1024744160,no
103065157,no
1039653524,no
1046094337,no
105785638,no
105880024,no
106150560,no
106397932,no
107254637,no
107817261,no
108437760,no
109526993,no
1103910253,no
110391388,no
1104111116,no
110437588,no
1117609040,no
111842912,no
113194090,no
1133915102,no
113583713,no
1146085699,no
1152309913,no
1152572244,no
115547016,no
115643685,no
1157338592,no
115865898,no
116752920,no
117048158,no
117366399,no
1176401,no
117783032,no
117863380,no
118443771,no
118884105,no
119207499,no
120118515,no
1204753993,no
120513326,no
1209997674,no
1212887436,no
1225696320,no
1226204215,no
122994639,no
123031814,no
1238705790,no
1242494958,no
124299605,no
1252173560,no
125339572,no
1256761860,no
125820691,no
126363977,no
1264873524,no
1291093045,no
1296715740,no
130133607,no
1307696995,no
1310755993,no
13118852,no
131278700,no
132215425,no
1326544010,no
1329248178,no
1341852558,no
134914840,no
1358278297,no
135841617,no
136004952,no
136020285,no
136198923,no
136754359,no
137690167,no
1377434496,no
1387848612,no
1390478257,no
139070894,no
1391455123,no
139523601,no
140042601,no
140188463,no
14085096,no
1408615231,no
140918764,no
14224719,no
14243119,no
1433947356,no
143478208,no
1441938440,no
14431752,no
1444348717,no
14617446,no
14639609,no
147304867,no
14771857,no
14933304,no
15010349,no
15023907,no
1529086903,no
153004670,no
1532085494,no
153817010,no
15484198,no
155954174,no
157473838,no
158150328,no
1584860911,no
158530127,no
1591704972,no
1603668488,no
1604473688,no
1606498783,no
16180961,no
16231640,no
1635739693,no
164700236,no
1651218326,no
1660070395,no
166113679,no
16811251,no
168229491,no
1685052726,no
1685922757,no
168852799,no
1689153120,no
17019081,no
17024780,no
170452010,no
171145213,no
1713407622,no
171876607,no
172540209,no
172694320,no
17707415,no
17785419,no
185183285,no
18617082,no
18668857,no
18721034,no
18837549,no
18874097,no
1912359739,no
19155725,no
19185415,no
19314391,no
19554936,no
19593524,no
196054196,no
19758684,no
19761403,no
19780714,no
198912426,no
19899606,no
19934731,no
19935824,no
19966557,no
19977435,no
199827483,no
200271026,no
201226827,no
201305003,no
201332618,no
20144147,no
202078595,no
202205134,no
20334302,no
204495985,no
20517269,no
20526449,no
20908050,no
20940653,no
21078943,no
21098156,no
21106082,no
21128486,no
21146043,no
211994193,no
21299216,no
213683515,no
21390987,no
2147828095,no
2149630207,no
2157007991,no
216208470,no
216335936,no
216645993,no
2181471016,no
21855916,no
2189530504,no
22151425,no
22243473,no
223169360,no
2232199471,no
2237389483,no
22388326,no
224847201,no
22499765,no
22510760,no
226283635,no
226340905,no
22639961,no
2266540758,no
226694331,no
22677454,no
227301382,no
22788830,no
2283399726,no
2293441723,no
2308510181,no
23100225,no
23135089,no
232216125,no
2337584714,no
2340437582,no
2341268312,no
2342084810,no
2353548552,no
2353690632,no
2354933670,no
235526305,no
23591154,no
236479810,no
2370268922,no
2372833931,no
237499721,no
2384178474,no
2393709089,no
2394342962,no
2398149804,no
2418357880,no
2422664844,no
242824305,no
2437342364,no
244290587,no
24447643,no
246993582,no
247246743,no
247253560,no
2492967780,no
2496761904,no
249829650,no
25059284,no
2518609956,no
2518806482,no
2522525965,no
2525256416,no
2530350504,no
255043310,no
25587142,no
255989481,no
25654421,no
257065739,no
257176969,no
2574508490,no
257536797,no
2578292704,no
25831696,no
2583744194,no
2585452670,no
2585618804,no
2595236569,no
2596599356,no
2599811347,no
26014199,no
2607071297,no
261170968,no
2612594132,no
26183143,no
2618508481,no
2620548376,no
26230924,no
2642734028,no
2648528668,no
26854260,no
2687464488,no
2694334656,no
2704724273,no
270774832,no
2716878840,no
2721953972,no
27234309,no
2723938291,no
273659472,no
2737588251,no
2740798716,no
274087878,no
2745195542,no
274681767,no
2748268858,no
275169171,no
2751693850,no
2754749892,no
2755203970,no
276089000,no
2763003008,no
2764336390,no
2765464061,no
2765777507,no
2766278195,no
2768318145,no
277954367,no
278267245,no
2782934935,no
27844589,no
27885059,no
2792218231,no
2792831414,no
2794894159,no
279511076,no
2798527190,no
2800176902,no
2800801879,no
2801609516,no
2801820553,no
2805801787,no
286294555,no
286768284,no
288081225,no
288189775,no
28872698,no
289038576,no
29225827,no
294514844,no
296312085,no
297591396,no
298015280,no
298070925,no
29829700,no
30305978,no
303402223,no
303462571,no
304555857,no
305098504,no
305621086,no
306158818,no
306280473,no
306648377,no
30980409,no
313999220,no
315640299,no
317052872,no
318767042,no
321528159,no
324305186,no
32485730,no
32522100,no
331824590,no
33289415,no
335363088,no
33553241,no
337322957,no
338974806,no
345401648,no
346238211,no
347027822,no
348974190,no
34909691,no
351258759,no
352946007,no
353688428,no
354220057,no
35707637,no
361318272,no
364210156,no
365037094,no
366012686,no
366057802,no
36711363,no
368505084,no
369111649,no
36917686,no
369419315,no
370321205,no
372353894,no
372801522,no
374072640,no
376103523,no
37632713,no
